color,director_name,duration,director_facebook_likes,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,budget,title_year,imdb_score,movie_facebook_likes
Color,Judd Apatow,133,0,109243478,Comedy,The 40-Year-Old Virgin ,313797,8341,26000000,2005,7.1,0
Color,John Madden,123,108,100241322,Comedy,Shakespeare in Love ,175524,1690,25000000,1998,7.2,0
Color,Scott Frank,114,71,25977365,Crime,A Walk Among the Tombstones ,87950,15428,28000000,2014,6.5,15000
Color,Ivan Reitman,111,425,91457688,Action,Kindergarten Cop ,107801,2403,26000000,1990,6,0
Color,David Gordon Green,117,234,87341380,Action,Pineapple Express ,255257,15590,27000000,2008,7,0
Color,Andy Tennant,121,72,65703412,Comedy,Ever After: A Cinderella Story ,57958,2747,26000000,1998,7,0
Color,Kevin Costner,139,0,58328680,Drama,Open Range ,54096,5458,22000000,2003,7.5,0
Color,Joel Schumacher,115,541,61490000,Drama,Flatliners ,62037,10493,26000000,1990,6.6,0
 Black and White,Richard Attenborough,175,0,50800000,Drama,A Bridge Too Far ,40277,669,26000000,1977,7.4,0
Color,Wes Craven,85,0,57859105,Mystery,Red Eye ,94108,1090,26000000,2005,6.5,0
Color,David R. Ellis,90,160,46455802,Horror,Final Destination 2 ,120786,3172,26000000,2003,6.2,0
Color,Joel Coen,107,0,45506619,Adventure,"O Brother, Where Art Thou? ",225102,3066,26000000,2000,7.8,16000
Color,Scott Stewart,100,124,40168080,Action,Legion ,80870,3889,26000000,2010,5.2,0
Color,Michael Bay,129,0,49874933,Comedy,Pain & Gain ,161168,13573,26000000,2013,6.5,43000
Color,Paul Weitz,109,80,45489752,Comedy,In Good Company ,48973,28493,26000000,2004,6.5,736
Color,Jonathan Frakes,94,906,36985501,Action,Clockstoppers ,11212,3917,26000000,2002,5.2,874
Color,Lawrence Kasdan,133,759,33200000,Action,Silverado ,28247,1154,26000000,1985,7.2,0
Color,Jim Sheridan,105,260,28501651,Drama,Brothers ,88035,42473,26000000,2009,7.1,10000
Color,Kevin Allen,100,8,23222861,Action,Agent Cody Banks 2: Destination London ,11092,3742,26000000,2004,4.5,167
Color,Garry Marshall,113,0,54540525,Comedy,New Year's Eve ,66579,23456,56000000,2011,5.7,20000
Color,Michael Cristofer,118,49,16252765,Drama,Original Sin ,44913,11662,42000000,2001,6,3000
Color,James McTeigue,110,160,16005978,Crime,The Raven ,72886,2356,26000000,2012,6.4,35000
Color,Donald Petrie,110,80,14469428,Comedy,Welcome to Mooseport ,10667,2466,26000000,2004,5.2,260
Color,Andrew Morahan,99,5,13829734,Action,Highlander: The Final Dimension ,16194,2960,26000000,1994,4.3,319
Color,Bob Rafelson,101,30,1075288,Crime,Blood and Wine ,7772,2228,22000000,1996,6.1,145
Color,Woody Allen,103,11000,7496522,Comedy,The Curse of the Jade Scorpion ,31798,12534,26000000,2001,6.8,826
Color,Alan Shapiro,95,0,20047715,Adventure,Flipper ,8008,616,25530000,1996,5.2,504
Color,Tarsem Singh,117,763,12276810,Action,Self/less ,57674,17847,26000000,2015,6.5,11000
Color,Fernando Meirelles,129,353,33565375,Drama,The Constant Gardener ,111351,1565,15000000,2005,7.5,0
Color,Mel Gibson,120,0,499263,Drama,The Passion of the Christ ,179235,705,30000000,2004,7.1,13000
Color,Chris Columbus,125,0,219200000,Comedy,Mrs. Doubtfire ,181380,52201,25000000,1993,6.9,0
Color,Barry Levinson,133,272,172825435,Drama,Rain Man ,383784,12285,25000000,1988,8,12000
Color,Clint Eastwood,116,16000,148085755,Drama,Gran Torino ,561773,17347,33000000,2008,8.2,28000
Color,Oliver Stone,129,0,25517500,Biography,W. ,40941,4264,25100000,2008,6.4,0
Color,Pierre Morel,93,180,145000989,Action,Taken ,483756,16461,25000000,2008,7.9,29000
Color,Michael Hoffman,118,97,26761283,Drama,The Best of Me ,43084,3197,26000000,2014,6.7,19000
Color,Mick Jackson,129,81,121945720,Action,The Bodyguard ,89972,2551,25000000,1992,6.1,0
 Black and White,Steven Spielberg,185,14000,96067179,Biography,Schindler's List ,865020,15233,22000000,1993,8.9,41000
Color,Tate Taylor,146,150,169705587,Drama,The Help ,318955,23227,25000000,2011,8.1,75000
Color,Bill Condon,128,386,3254172,Biography,The Fifth Estate ,29282,36337,28000000,2013,6.2,11000
Color,Raja Gosnell,93,67,84185387,Adventure,Scooby-Doo 2: Monsters Unleashed ,33180,7800,80000000,2004,4.9,567
Color,Ronny Yu,97,31,82163317,Action,Freddy vs. Jason ,89101,4692,30000000,2003,5.8,3000
Color,John A. Davis,82,8,80920948,Action,Jimmy Neutron: Boy Genius ,23943,2251,30000000,2001,6,425
Color,Matt Reeves,85,198,80034302,Action,Cloverfield ,296787,3958,25000000,2008,7,0
Color,Michael Pressman,88,34,78656813,Action,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,42765,2501,25000000,1991,6,0
Color,Brian De Palma,119,0,76270454,Crime,The Untouchables ,219008,22767,25000000,1987,7.9,0
Color,Ethan Coen,122,1000,74273505,Crime,No Country for Old Men ,612060,4738,25000000,2007,8.1,21000
Color,Tim Story,99,167,134141530,Action,Ride Along ,75903,2394,25000000,2014,6.2,0
Color,Sharon Maguire,97,11,71500556,Comedy,Bridget Jones's Diary ,171568,16999,26000000,2001,6.7,0
Color,Lasse Hallström,121,529,71309760,Drama,Chocolat ,150308,1323,25000000,2000,7.3,18000
Color,Charles Herman-Wurmfeld,95,0,89808372,Comedy,"Legally Blonde 2: Red, White & Blonde ",46417,3500,45000000,2003,4.6,660
Color,Andy Fickman,105,99,77264926,Comedy,Parental Guidance ,21176,5740,25000000,2012,6.1,0
Color,Ivan Reitman,108,425,70625986,Comedy,No Strings Attached ,168717,22739,25000000,2011,6.2,24000
Color,George P. Cosmatos,134,170,56505065,Action,Tombstone ,95241,4453,25000000,1993,7.8,11000
Color,Andrzej Bartkowiak,115,43,55973336,Action,Romeo Must Die ,57040,9082,25000000,2000,6.1,0
Color,James Wong,86,70,54098051,Horror,Final Destination 3 ,102861,2420,25000000,2006,5.8,0
Color,Scott Hicks,101,96,60443237,Drama,The Lucky One ,76882,1852,25000000,2012,6.5,29000
Color,Gabor Csupo,96,47,82234139,Adventure,Bridge to Terabithia ,110390,28071,17000000,2007,7.2,6000
Color,Marc Forster,101,395,51676606,Biography,Finding Neverland ,174591,58823,25000000,2004,7.8,0
Color,Tyler Perry,100,0,52528330,Comedy,A Madea Christmas ,4265,3202,25000000,2013,4.7,0
Color,Joe Carnahan,117,248,51533608,Action,The Grey ,203111,16606,25000000,2011,6.8,32000
Color,John Polson,101,21,51097664,Drama,Hide and Seek ,70205,23328,30000000,2005,5.9,0
Color,Adam McKay,98,285,84136909,Comedy,Anchorman: The Legend of Ron Burgundy ,267921,656730,26000000,2004,7.2,0
Color,Martin Scorsese,146,17000,46836394,Biography,Goodfellas ,728685,24783,25000000,1990,8.7,25000
Color,Harald Zwart,102,91,47285499,Action,Agent Cody Banks ,26755,3037,26000000,2003,5,542
Color,Kirk Jones,97,52,47124400,Comedy,Nanny McPhee ,49676,17278,25000000,2005,6.6,0
Color,Brian De Palma,142,0,44700000,Crime,Scarface ,537442,16464,25000000,1983,8.3,19000
Color,Steve Oedekerk,98,176,44455658,Action,Nothing to Lose ,36253,2457,25000000,1997,6.7,0
Color,Bernardo Bertolucci,219,973,43984230,Biography,The Last Emperor ,70274,2451,23000000,1987,7.8,0
Color,Baltasar Kormákur,109,175,66489425,Action,Contraband ,101977,26625,25000000,2012,6.5,0
Color,Brett Ratner,97,420,41067398,Action,Money Talks ,22748,2530,25000000,1997,6.1,666
Color,Paul Thomas Anderson,158,0,40218903,Drama,There Will Be Blood ,372990,533,25000000,2007,8.1,16000
Color,Cathy Malkasian,85,0,39880476,Adventure,The Wild Thornberrys Movie ,12218,2908,25000000,2002,5.2,187
Color,John Eng,80,0,39399750,Adventure,Rugrats Go Wild ,5674,3017,25000000,2003,5.6,329
Color,Malcolm D. Lee,86,92,38230435,Action,Undercover Brother ,29661,3001,25000000,2002,5.8,0
Color,Ken Kwapis,119,42,39008741,Comedy,The Sisterhood of the Traveling Pants ,44838,6862,25000000,2005,6.6,0
Color,Chris Nahon,98,20,36833473,Action,Kiss of the Dragon ,53126,7945,25000000,2001,6.6,0
Color,Fred Wolf,97,29,48237389,Comedy,The House Bunny ,63969,18789,25000000,2008,5.5,0
Color,Craig Gillespie,124,44,36447959,Biography,Million Dollar Arm ,35833,6393,25000000,2014,7,10000
 Black and White,Phillip Noyce,97,176,45089048,Drama,The Giver ,86251,36064,25000000,2014,6.5,58000
Color,Dennie Gordon,105,29,35990505,Comedy,What a Girl Wants ,48095,16400,20000000,2003,5.8,0
Color,Victor Salva,104,108,35143332,Horror,Jeepers Creepers II ,45102,1340,17000000,2003,5.6,0
Color,Mark Helfrich,101,7,35000629,Comedy,Good Luck Chuck ,74622,2822,25000000,2007,5.6,0
Color,Andrzej Bartkowiak,101,43,34604054,Action,Cradle 2 the Grave ,34942,6867,30000000,2003,5.8,1000
Color,Stephen Daldry,114,335,41597830,Drama,The Hours ,102123,12624,25000000,2002,7.6,0
Color,Andy Fickman,105,99,33687630,Comedy,She's the Man ,116762,20109,20000000,2006,6.4,0
Color,Steve Bendelack,90,68,32553210,Comedy,Mr. Bean's Holiday ,88714,794,25000000,2007,6.3,0
Color,Dwight H. Little,97,27,31526393,Action,Anacondas: The Hunt for the Blood Orchid ,22243,2730,25000000,2004,4.6,686
Color,Guillaume Canet,144,0,41229,Crime,Blood Ties ,14612,18442,25500000,2013,6.5,0
Color,Kirsten Sheridan,114,59,31655091,Drama,August Rush ,87331,50927,30000000,2007,7.5,18000
Color,Shekhar Kapur,124,159,30012990,Biography,Elizabeth ,75973,1006,25000000,1998,7.5,0
Color,Ronny Yu,89,31,32368960,Comedy,Bride of Chucky ,39768,667,25000000,1998,5.3,0
Color,Richard Fleischer,160,130,14500000,Action,Tora! Tora! Tora! ,25019,1548,25000000,1970,7.5,0
Color,Bob Spiers,93,14,29247405,Comedy,Spice World ,28377,2176,25000000,1997,3.3,0
Color,Damien Dante Wayans,88,82,25615792,Action,Dance Flick ,10161,4378,25000000,2009,3.5,657
Color,Frank Darabont,142,0,28341469,Crime,The Shawshank Redemption ,1689764,13495,25000000,1994,9.3,108000
Color,Simon Wincer,92,23,25590119,Adventure,Crocodile Dundee in Los Angeles ,19699,1315,21150000,2001,4.8,387
Color,Bobby Farrelly,117,101,24944213,Comedy,Kingpin ,63459,16937,27000000,1996,6.9,3000
Color,Rupert Wyatt,111,81,33631221,Crime,The Gambler ,48559,3784,25000000,2014,6,0
Color,John Wells,121,53,37738400,Drama,August: Osage County ,67797,39690,25000000,2013,7.3,30000
Color,Nigel Cole,107,13,21835784,Comedy,A Lot Like Love ,58297,1095,30000000,2005,6.6,0
Color,Dexter Fletcher,106,452,15785632,Biography,Eddie the Eagle ,32507,21195,23000000,2016,7.5,15000
Color,Spike Lee,136,0,21554585,Drama,He Got Game ,36108,37315,25000000,1998,6.9,0
Color,Jeremy Leven,97,19,22200000,Comedy,Don Juan DeMarco ,41310,52122,25000000,1994,6.8,0
Color,Sylvain White,97,41,23527955,Action,The Losers ,74691,12841,25000000,2010,6.4,0
Color,Troy Nixey,99,24,24042490,Fantasy,Don't Be Afraid of the Dark ,40776,3744,25000000,2010,5.6,10000
Color,Philip G. Atwell,103,5,22466994,Action,War ,72673,33565,25000000,2007,6.3,0
Color,Paul Thomas Anderson,95,0,17791031,Comedy,Punch-Drunk Love ,109855,11994,25000000,2002,7.3,0
Color,Jeff Schaffer,93,17,17718223,Comedy,EuroTrip ,162067,14180,25000000,2004,6.6,0
Color,Don Michael Paul,98,70,15361537,Action,Half Past Dead ,12263,1855,13000000,2002,4.6,564
Color,Paul Feig,90,176,16647384,Adventure,Unaccompanied Minors ,8398,4431,26000000,2006,5.1,498
Color,James Bridges,107,21,16118077,Drama,"Bright Lights, Big City ",5817,3067,25000000,1988,5.6,377
Color,Steve Barron,90,48,15091542,Adventure,The Adventures of Pinocchio ,4086,2465,25000000,1996,5.3,246
Color,Richard Kelly,115,219,15045676,Drama,The Box ,76303,2466,16000000,2009,5.6,0
Color,Carter Smith,93,27,17427926,Horror,The Ruins ,60062,1749,8000000,2008,5.9,0
Color,John Schlesinger,99,154,14983572,Comedy,The Next Best Thing ,9361,2498,25000000,2000,4.7,378
Color,Wes Craven,107,0,14637490,Horror,My Soul to Take ,16411,2537,25000000,2010,4.8,0
Color,Luke Greenfield,110,42,14589444,Comedy,The Girl Next Door ,171151,911,25000000,2004,6.8,0
Color,Ringo Lam,101,17,14095303,Action,Maximum Risk ,15814,1634,25000000,1996,5.4,503
Color,Bruce McCulloch,85,54,13973532,Comedy,Stealing Harvard ,11211,3065,25000000,2002,5.1,215
Color,Brian Helgeland,132,241,1865774,Biography,Legend ,87682,27659,30000000,2015,7,43000
Color,David R. Ellis,90,160,18860403,Horror,Shark Night 3D ,20823,4952,25000000,2011,4,0
Color,Alan Parker,145,317,13038660,Drama,Angela's Ashes ,16995,1282,25000000,1999,7.3,0
Color,Ivan Reitman,110,425,28831145,Drama,Draft Day ,39357,3757,25000000,2014,6.8,14000
Color,Robert Redford,122,0,11538204,Crime,The Conspirator ,23696,21163,25000000,2010,7,0
Color,Catherine Hardwicke,107,308,11008432,Biography,Lords of Dogtown ,43903,16651,25000000,2005,7.1,5000
Color,Patricia Riggen,127,36,12188642,Biography,The 33 ,21098,2230,26000000,2015,6.9,0
Color,John Carpenter,99,0,11100000,Action,Big Trouble in Little China ,92464,896,25000000,1986,7.3,19000
Color,Gavin O'Connor,140,149,13651662,Drama,Warrior ,332276,29692,25000000,2011,8.2,77000
 Black and White,Neil Jordan,133,277,11030963,Biography,Michael Collins ,24145,48482,28000000,1996,7.1,0
Color,Ron Maxwell,271,33,10769960,Drama,Gettysburg ,21940,2107,25000000,1993,7.7,0
Color,Kimberly Peirce,112,108,10911750,Drama,Stop-Loss ,17757,43560,25000000,2008,6.5,982
Color,Stephen Gaghan,99,79,10719367,Drama,Abandon ,7909,28987,25000000,2002,4.9,261
Color,Jonathan Kaplan,100,57,10114315,Drama,Brokedown Palace ,18693,582,25000000,1999,6.4,0
Color,Ole Bornedal,92,30,49122319,Horror,The Possession ,47169,2348,14000000,2012,5.9,17000
Color,Richard Benjamin,105,121,10070000,Comedy,Mrs. Winterbourne ,5668,5023,25000000,1996,6.2,491
Color,Rod Lurie,110,37,10324441,Action,Straw Dogs ,27117,11431,25000000,2011,5.8,7000
Color,Lasse Hallström,116,529,7156933,Comedy,The Hoax ,14581,1134,25000000,2006,6.7,348
Color,Craig R. Baxley,88,22,9286314,Action,Stone Cold ,4972,583,17000000,1991,5.9,0
Color,John Hillcoat,111,214,56692,Adventure,The Road ,177401,23566,25000000,2009,7.3,32000
Color,Marcos Siega,95,32,5654777,Action,Underclassman ,4875,2165,25000000,2005,4.1,206
Color,J.B. Rogers,95,6,5516708,Comedy,Say It Isn't So ,11375,2413,25000000,2001,4.9,295
Color,Roger Donaldson,127,79,5128124,Biography,The World's Fastest Indian ,44198,12574,25000000,2005,7.9,11000
Color,David R. Ellis,105,160,34014398,Action,Snakes on a Plane ,115650,2603,33000000,2006,5.6,4000
Color,Rachel Talalay,104,54,4064333,Action,Tank Girl ,24790,9662,25000000,1995,5.2,0
Color,Jeffrey W. Byrd,95,2,4006906,Comedy,King's Ransom ,3229,4990,15000000,2005,4.1,83
Color,Fernando Meirelles,121,353,3073392,Drama,Blindness ,59462,142,25000000,2008,6.6,0
Color,Uwe Boll,92,892,1550000,Action,BloodRayne ,30628,2930,25000000,2005,2.9,937
Color,Atom Egoyan,107,460,871527,Crime,Where the Truth Lies ,14982,16090,25000000,2005,6.5,507
Color,Robert Towne,117,162,777423,Biography,Without Limits ,5841,4351,25000000,1998,7.2,942
Color,Richard Linklater,107,0,1186957,Drama,Me and Orson Welles ,9264,1591,25000000,2008,6.8,0
Color,Giuseppe Tornatore,131,911,85433,Crime,The Best Offer ,69676,5954,13500000,2013,7.8,31000
Color,Werner Herzog,122,0,1697956,Crime,Bad Lieutenant: Port of Call New Orleans ,64944,13809,20000000,2009,6.7,6000
Color,Guillaume Canet,134,0,183662,Comedy,Little White Lies ,18395,890,25000000,2010,7.1,0
Color,Taylor Hackford,117,138,134904,Comedy,Love Ranch ,2395,3204,25000000,2010,5.7,636
Color,Ridley Scott,138,0,16969390,Crime,The Counselor ,80861,27797,25000000,2013,5.3,24000
Color,Teddy Chan,100,3,129115,Action,Kung Fu Killer ,5900,285,25000000,2014,6.5,0
Color,Stephen Frears,119,350,34700000,Drama,Dangerous Liaisons ,52846,35501,14000000,1988,7.7,0
Color,Walter Salles,137,179,717753,Adventure,On the Road ,33107,33747,25000000,2012,6.1,27000
Color,Leonard Nimoy,119,12000,109713132,Adventure,Star Trek IV: The Voyage Home ,61621,15449,25000000,1986,7.3,0
Color,Sylvester Stallone,139,13000,70269171,Drama,Rocky Balboa ,162130,15111,24000000,2006,7.2,0
Color,Ericson Core,114,19,28772222,Action,Point Break ,33958,3962,105000000,2015,5.3,37000
Color,Wes Craven,120,0,101334374,Horror,Scream 2 ,124941,2321,24000000,1997,6.1,0
Color,Gavin O'Connor,98,149,1512815,Action,Jane Got a Gun ,8885,21414,25000000,2016,5.8,0
Color,Tim Story,106,167,65182182,Comedy,Think Like a Man Too ,15310,4830,24000000,2014,5.7,3000
Color,Jonathan Lynn,98,36,57262492,Comedy,The Whole Nine Yards ,90374,17582,24000000,2000,6.7,0
Color,Herbert Ross,107,71,80000000,Drama,Footloose ,51459,1962,8200000,1984,6.5,0
Color,Todd Phillips,88,480,74608545,Comedy,Old School ,185258,10325,24000000,2003,7.2,0
Color,Terry Gilliam,137,0,41895491,Comedy,The Fisher King ,63274,12947,24000000,1991,7.6,12000
Color,Danny Cannon,100,41,39989008,Horror,I Still Know What You Did Last Summer ,55398,49847,24000000,1998,4.6,891
Color,Bonnie Hunt,115,597,32662299,Comedy,Return to Me ,16469,3946,24000000,2000,6.9,0
Color,Kevin Smith,101,0,31452765,Comedy,Zack and Miri Make a Porno ,149835,638,24000000,2008,6.6,0
Color,Neil LaBute,110,119,25167270,Comedy,Nurse Betty ,30119,12254,24000000,2000,6.3,455
Color,Grant Heslov,94,293,32416109,Comedy,The Men Who Stare at Goats ,109620,32474,25000000,2009,6.2,15000
Color,George Gallo,88,269,20218,Action,Double Take ,5431,2557,24000000,2001,5.3,204
Color,James Mangold,127,446,28871190,Biography,"Girl, Interrupted ",125421,13433,24000000,1999,7.3,0
Color,Robert Luketic,95,126,16964743,Comedy,Win a Date with Tad Hamilton! ,22844,4681,24000000,2004,5.6,876
Color,Tim Hill,87,25,16290976,Adventure,Muppets from Space ,14637,3243,24000000,1999,6.2,619
Color,Sidney Lumet,118,0,13000000,Adventure,The Wiz ,10895,1458,24000000,1978,5.2,0
Color,Brian Robbins,107,48,12372410,Comedy,Ready to Rumble ,11709,4971,24000000,2000,5.3,650
Color,Ron Shelton,124,41,8427204,Comedy,Play It to the Bone ,10100,1523,24000000,1999,5.4,153
Color,Douglas McGrath,89,41,9639242,Comedy,I Don't Know How She Does It ,16437,5470,24000000,2011,4.9,0
Color,Alexandre Aja,88,192,25003072,Comedy,Piranha 3D ,72552,5737,24000000,2010,5.5,13000
 Black and White,Kevin Spacey,118,18000,6144806,Biography,Beyond the Sea ,12821,23689,23000000,2004,6.7,0
Color,Steve Boyum,93,9,4308981,Comedy,Meet the Deedles ,2265,24436,24000000,1998,3.9,839
Color,Richard Williams,80,18,669276,Action,The Princess and the Cobbler ,2541,1088,28000000,1993,7.2,408
Color,Mary McGuckian,120,6,42880,Drama,The Bridge of San Luis Rey ,2919,23769,24000000,2004,5.1,181
Color,George Tillman Jr.,98,88,23225911,Action,Faster ,80574,14699,24000000,2010,6.5,12000
Color,Hayao Miyazaki,119,6000,4710455,Adventure,Howl's Moving Castle ,214091,24263,24000000,2004,8.2,13000
Color,Ruben Fleischer,88,181,75590286,Adventure,Zombieland ,386217,28011,23600000,2009,7.7,26000
Color,Peter Jackson,201,0,218051260,Action,King Kong ,316020,7122,207000000,2005,7.2,0
 Black and White,Frank Coraci,90,153,161487252,Comedy,The Waterboy ,119450,13823,20000000,1998,6.1,0
Color,Irvin Kershner,127,883,290158751,Action,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,18000000,1980,8.8,17000
Color,Michael Bay,119,0,65807024,Action,Bad Boys ,172405,11013,19000000,1995,6.8,0
Color,David Zucker,85,119,86930411,Comedy,The Naked Gun 2½: The Smell of Fear ,83269,3847,23000000,1991,6.8,0
Color,James Wong,98,70,53302314,Horror,Final Destination ,181058,3345,23000000,2000,6.7,0
Color,George Clooney,101,0,40962534,Drama,The Ides of March ,188652,57077,12500000,2011,7.1,22000
Color,David Twohy,112,123,39235088,Horror,Pitch Black ,193962,16196,23000000,2000,7.1,5000
Color,Tony Goldwyn,97,956,27338033,Comedy,Someone Like You... ,19709,20798,23000000,2001,6.1,0
Color,Spike Jonze,126,0,25556065,Drama,Her ,355126,19359,23000000,2013,8,148000
Color,Dexter Fletcher,106,452,15785632,Biography,Eddie the Eagle ,32513,21195,23000000,2016,7.5,15000
Color,John Dahl,97,131,21973182,Mystery,Joy Ride ,53415,23242,23000000,2001,6.6,0
Color,Jonathan Newman,100,3,4756,Adventure,The Adventurer: The Curse of the Midas Box ,4191,2450,25000000,2013,5.4,0
Color,Wayne Wang,114,61,18653615,Comedy,Anywhere But Here ,14786,22040,23000000,1999,6.1,638
Color,Andy Cadiff,101,3,12189514,Comedy,Chasing Liberty ,30092,829,23000000,2004,6.1,0
Color,Michael Dinner,88,12,13019253,Comedy,The Crew ,3914,1509,23000000,2000,5.6,153
Color,Steven Soderbergh,93,0,18934858,Action,Haywire ,72646,31187,23000000,2011,5.8,0
Color,Joseph Sargent,92,114,20763013,Adventure,Jaws: The Revenge ,30840,2355,23000000,1987,2.8,0
Color,Jerry Zaks,98,4,12782508,Drama,Marvin's Room ,20163,63194,23000000,1996,6.7,1000
Color,Fred Durst,94,258,11508423,Biography,The Longshots ,3174,2453,23000000,2008,5.1,376
Color,Neil Jordan,102,277,10660147,Drama,The End of the Affair ,17740,672,23000000,1999,7.2,0
Color,Simon Wincer,98,23,7434726,Action,Harley Davidson and the Marlboro Man ,14473,3671,23000000,1991,6,0
Color,Anne Fontaine,111,105,6109075,Biography,Coco Before Chanel ,32003,735,19430000,2009,6.7,0
Color,Stephen Frears,100,350,2708188,Comedy,Chéri ,8924,365,23000000,2009,6.2,0
Color,Mira Nair,141,300,16123851,Drama,Vanity Fair ,17373,1618,23000000,2004,6.2,767
Color,Mikael Håfström,114,101,71975611,Fantasy,1408 ,209396,214,25000000,2007,6.8,11000
Color,Mel Brooks,96,0,38119483,Adventure,Spaceballs ,136667,2936,22700000,1987,7.1,13000
Color,Russell Crowe,111,0,4190530,Drama,The Water Diviner ,53341,1795,22500000,2014,7.1,18000
Color,Jerry Zucker,127,109,217631306,Drama,Ghost ,154199,3100,22000000,1990,7,0
Color,Bobby Farrelly,107,101,176483808,Comedy,There's Something About Mary ,247289,4664,23000000,1998,7.1,0
Color,John Pasquin,97,11,144833357,Comedy,The Santa Clause ,64742,2790,22000000,1994,6.4,0
Color,John Lee Hancock,127,102,75597042,Drama,The Rookie ,26434,6657,20000000,2002,7,0
Color,Andy Fickman,110,99,90636983,Comedy,The Game Plan ,44021,15170,22000000,2007,6.2,0
Color,Clint Eastwood,135,16000,70960517,Drama,The Bridges of Madison County ,54631,27237,35000000,1995,7.5,0
Color,Luke Greenfield,84,42,55762229,Comedy,The Animal ,47383,1203,22000000,2001,4.8,1000
Color,Lasse Hallström,122,529,54235441,Comedy,The Hundred-Foot Journey ,52894,1484,22000000,2014,7.3,55000
Color,Irwin Winkler,114,34,50728000,Action,The Net ,48909,1725,22000000,1995,5.8,0
Color,Jessie Nelson,132,24,40270895,Drama,I Am Sam ,121937,3152,22000000,2001,7.6,15000
Color,Christopher Spencer,170,25,59696176,Biography,Son of God ,15448,775,22000000,2014,5.6,15000
Color,Len Wiseman,133,235,51483949,Action,Underworld ,208092,1777,22000000,2003,7,0
Color,Mikael Håfström,112,101,36020063,Drama,Derailed ,62584,2019,22000000,2005,6.6,0
Color,Steven Soderbergh,108,0,33313582,Comedy,The Informant! ,52888,16031,21000000,2009,6.5,0
Color,Richard Attenborough,115,0,25842000,Biography,Shadowlands ,13455,13619,22000000,1993,7.4,2000
Color,Mike Bigelow,83,2,22264487,Comedy,Deuce Bigalow: European Gigolo ,41239,1729,22000000,2005,4.6,887
Color,Ken Scott,105,31,30659817,Comedy,Delivery Man ,59805,1006,26000000,2013,6.4,0
Color,Paul McGuigan,110,118,5773519,Drama,Victor Frankenstein ,28621,12876,40000000,2015,6,11000
Color,Dennis Dugan,96,221,19351569,Comedy,Saving Silverman ,33287,664,22000000,2001,5.9,739
Color,David Bowers,94,42,49002815,Comedy,Diary of a Wimpy Kid: Dog Days ,15665,3153,22000000,2012,6.4,0
Color,Spike Lee,142,0,19283782,Crime,Summer of Sam ,31227,5386,22000000,1999,6.6,0
Color,Kevin Smith,104,0,30059386,Comedy,Jay and Silent Bob Strike Back ,128593,11632,22000000,2001,6.9,0
Color,Michael Bay,136,0,35799026,Action,The Island ,263336,34838,126000000,2005,6.9,0
Color,Daniel Sackheim,106,12,17951431,Crime,The Glass House ,25462,4239,30000000,2001,5.8,804
Color,Ethan Coen,106,1000,29997095,Comedy,"Hail, Caesar! ",60926,38494,22000000,2016,6.4,23000
Color,Harry Elfont,98,4,14252830,Comedy,Josie and the Pussycats ,18900,3769,22000000,2001,5.3,0
Color,Gary Fleder,100,39,19783777,Action,Homefront ,82804,39989,22000000,2013,6.5,15000
Color,Uli Edel,95,34,13555988,Adventure,The Little Vampire ,7242,2216,22000000,2000,5.7,0
Color,David O. Russell,107,737,12784713,Comedy,I Heart Huckabees ,56813,8094,22000000,2004,6.7,0
Color,Fred Dekker,104,87,10696210,Action,RoboCop 3 ,35018,3148,23500000,1993,3.9,716
Color,Brian Trenchard-Smith,104,53,5974653,Action,Megiddo: The Omega Code 2 ,2253,4221,22000000,2001,4.1,158
Color,Blake Edwards,143,688,5000000,Comedy,Darling Lili ,1547,788,25000000,1970,6.2,104
Color,Hugh Wilson,77,37,9694105,Comedy,Dudley Do-Right ,8176,5568,22000000,1999,3.8,272
Color,Camille Delamarre,96,11,16027866,Action,The Transporter Refueled ,26767,1411,25000000,2015,5.1,0
Color,Paul Verhoeven,145,719,4398392,Drama,Black Book ,59507,2590,21000000,2006,7.8,0
Color,Christian Carion,116,13,1050445,Drama,Joyeux Noel ,21394,773,22000000,2005,7.8,11000
Color,David Palmer,100,21,13746550,Action,Hit and Run ,29322,15922,2000000,2012,6.1,0
Color,Callie Khouri,104,144,20668843,Comedy,Mad Money ,16831,2453,22000000,2008,5.8,687
Color,Rowan Joffe,92,17,2963012,Drama,Before I Go to Sleep ,48873,14617,22000000,2014,6.3,11000
Color,John Curran,105,43,1796024,Drama,Stone ,34985,37766,22000000,2010,5.4,0
Color,Laurent Tirard,120,2,634277,Comedy,Molière ,5166,1651,16000000,2007,7.3,815
Color,Scott Cooper,116,108,11326836,Crime,Out of the Furnace ,83171,24134,22000000,2013,6.8,17000
Color,Tony Gilroy,119,209,49024969,Crime,Michael Clayton ,133367,3284,25000000,2007,7.3,0
Color,Peter Segal,101,88,22294341,Adventure,My Fellow Americans ,12278,4629,21500000,1996,6.5,758
Color,Mark Pellington,117,89,24362501,Crime,Arlington Road ,69980,13576,21500000,1999,7.2,0
Color,Woody Allen,112,11000,16684352,Comedy,To Rome with Love ,67893,1205,17000000,2012,6.3,18000
