experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Machine Learning Engineer,150000,hybrid,M
SE,FT,Machine Learning Engineer,125000,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Scientist,225000,hybrid,M
SE,FT,Data Scientist,156400,hybrid,M
MI,FT,Machine Learning Engineer,110000,fully remote,L
SE,FT,Data Engineer,265000,fully remote,M
SE,FT,Data Engineer,182750,fully remote,M
MI,FT,Data Analyst,130000,hybrid,M
MI,FT,Data Analyst,100000,hybrid,M
SE,FT,Data Analyst,153600,hybrid,M
SE,FT,Data Analyst,106800,hybrid,M
SE,FT,Data Engineer,137500,hybrid,M
SE,FT,Data Engineer,81500,hybrid,M
EX,FT,Head of Data Science,314100,hybrid,M
EX,FT,Head of Data Science,195800,hybrid,M
SE,FT,Applied Scientist,205000,hybrid,M
SE,FT,Applied Scientist,180000,hybrid,M
SE,FT,Data Scientist,165000,fully remote,M
SE,FT,Data Scientist,144000,fully remote,M
EN,FT,BI Developer,160000,hybrid,M
EN,FT,BI Developer,100000,hybrid,M
EX,FT,Data Engineer,200000,hybrid,M
EX,FT,Data Engineer,145000,hybrid,M
MI,FT,Data Analyst,150000,hybrid,M
MI,FT,Data Analyst,100000,hybrid,M
SE,FT,Data Manager,199000,hybrid,M
SE,FT,Data Manager,112000,hybrid,M
SE,FT,Data Scientist,105000,hybrid,M
SE,FT,Data Scientist,70000,hybrid,M
SE,FT,Data Analyst,180180,hybrid,M
SE,FT,Data Analyst,106020,hybrid,M
EN,FT,Data Engineer,160000,hybrid,M
EN,FT,Data Engineer,135000,hybrid,M
SE,FT,Data Scientist,183000,hybrid,M
SE,FT,Data Scientist,134000,hybrid,M
SE,FT,Machine Learning Engineer,220000,hybrid,M
SE,FT,Machine Learning Engineer,150000,hybrid,M
SE,FT,Applied Scientist,350000,hybrid,L
SE,FT,Applied Scientist,262500,hybrid,L
SE,FT,Data Analyst,122000,hybrid,M
SE,FT,Data Analyst,94000,hybrid,M
SE,FT,Machine Learning Engineer,276000,hybrid,M
SE,FT,Machine Learning Engineer,184000,hybrid,M
EX,FT,Data Engineer,310000,fully remote,M
EX,FT,Data Engineer,239000,fully remote,M
SE,FT,Data Scientist,225000,fully remote,M
SE,FT,Data Scientist,156400,fully remote,M
MI,FT,Machine Learning Engineer,180000,fully remote,M
MI,FT,Machine Learning Engineer,150000,fully remote,M
SE,FT,Data Scientist,228000,hybrid,M
SE,FT,Data Scientist,152000,hybrid,M
SE,FT,Data Scientist,209450,fully remote,M
SE,FT,Data Scientist,158677,fully remote,M
SE,FT,Data Analyst,175000,hybrid,M
SE,FT,Data Analyst,145000,hybrid,M
SE,FT,Data Engineer,240000,hybrid,M
SE,FT,Data Engineer,170000,hybrid,M
MI,FT,Data Analyst,103200,hybrid,M
MI,FT,Data Analyst,61200,hybrid,M
SE,FT,Data Scientist,237000,fully remote,M
SE,FT,Data Scientist,145000,fully remote,M
SE,FT,Data Scientist,240000,fully remote,M
SE,FT,Data Scientist,139000,fully remote,M
SE,FT,Data Architect,174500,hybrid,M
SE,FT,Data Architect,113000,hybrid,M
SE,FT,Data Analyst,130000,fully remote,M
SE,FT,Data Analyst,87000,fully remote,M
SE,FT,Data Analyst,160000,fully remote,M
SE,FT,Data Analyst,108000,fully remote,M
SE,FT,Data Engineer,165000,fully remote,M
SE,FT,Data Engineer,107250,fully remote,M
SE,FT,Data Engineer,300000,hybrid,M
SE,FT,Data Engineer,119000,hybrid,M
SE,FT,Data Scientist,285800,fully remote,M
SE,FT,Data Scientist,154600,fully remote,M
MI,FT,Data Science Manager,220000,hybrid,M
MI,FT,Data Science Manager,195000,hybrid,M
SE,FT,Data Manager,168400,hybrid,M
SE,FT,Data Manager,105200,hybrid,M
MI,FT,Data Analyst,206000,hybrid,M
MI,FT,Data Analyst,160000,hybrid,M
SE,FT,Analytics Engineer,200000,fully remote,M
SE,FT,Analytics Engineer,175000,fully remote,M
SE,FT,Analytics Engineer,231250,fully remote,M
SE,FT,Analytics Engineer,138750,fully remote,M
SE,FT,Data Engineer,240500,hybrid,L
SE,FT,Data Engineer,123700,hybrid,L
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,90000,fully remote,M
EN,FT,Data Scientist,124234,hybrid,M
EN,FT,Data Scientist,74540,hybrid,M
MI,FT,Data Analyst,109000,hybrid,M
MI,FT,Data Analyst,79000,hybrid,M
SE,FT,Data Scientist,275300,fully remote,M
SE,FT,Data Scientist,183500,fully remote,M
SE,FT,Data Scientist,275300,fully remote,M
SE,FT,Data Scientist,183500,fully remote,M
SE,FT,Data Analyst,160000,fully remote,M
SE,FT,Data Analyst,125600,fully remote,M
SE,FT,Data Engineer,170000,hybrid,M
SE,FT,Data Engineer,120000,hybrid,M
SE,FT,Data Engineer,225000,hybrid,M
SE,FT,Data Engineer,140000,hybrid,M
SE,FT,Data Analyst,141290,hybrid,M
SE,FT,Data Analyst,74178,hybrid,M
SE,FT,Data Scientist,150000,hybrid,M
SE,FT,Data Scientist,120000,hybrid,M
SE,FT,Data Engineer,85000,fully remote,M
SE,FT,Data Engineer,75000,fully remote,M
SE,FT,Data Engineer,220000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
SE,FT,Data Engineer,205600,fully remote,M
SE,FT,Data Engineer,107500,fully remote,M
MI,FT,Data Engineer,120000,hybrid,M
MI,FT,Data Engineer,95000,hybrid,M
SE,FT,Data Engineer,185900,hybrid,M
SE,FT,Data Engineer,129300,hybrid,M
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,130000,fully remote,M
MI,FT,Data Engineer,250000,hybrid,M
MI,FT,Data Engineer,175000,hybrid,M
SE,FT,Data Scientist,136000,fully remote,M
SE,FT,Data Scientist,104000,fully remote,M
MI,FT,Data Analyst,80000,hybrid,M
MI,FT,Data Analyst,52500,hybrid,M
SE,FT,Data Scientist,110000,fully remote,M
SE,FT,Data Scientist,84000,fully remote,M
SE,FT,BI Analyst,125000,hybrid,M
SE,FT,BI Analyst,110000,hybrid,M
MI,FT,Data Analyst,90000,hybrid,M
MI,FT,Data Analyst,80000,hybrid,M
SE,FT,ML Engineer,200000,hybrid,M
SE,FT,ML Engineer,135000,hybrid,M
SE,FT,Data Engineer,130000,hybrid,M
SE,FT,Data Engineer,75000,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
MI,FT,Data Analyst,150000,hybrid,M
MI,FT,Data Analyst,100000,hybrid,M
SE,FT,Data Engineer,226700,hybrid,M
SE,FT,Data Engineer,133300,hybrid,M
SE,FT,Data Scientist,190000,hybrid,M
SE,FT,Data Scientist,165000,hybrid,M
SE,FT,Data Engineer,170000,fully remote,M
SE,FT,Data Engineer,150000,fully remote,M
MI,FT,Data Engineer,150000,hybrid,M
MI,FT,Data Engineer,130000,hybrid,M
SE,FT,Data Scientist,225000,hybrid,M
SE,FT,Data Scientist,156400,hybrid,M
SE,FT,Computer Vision Engineer,200000,fully remote,S
SE,FT,Data Scientist,257000,hybrid,M
SE,FT,Data Scientist,134000,hybrid,M
SE,FT,Data Engineer,205600,hybrid,L
SE,FT,Data Engineer,105700,hybrid,L
SE,FT,BI Developer,140000,fully remote,M
SE,FT,BI Developer,110000,fully remote,M
SE,FT,Data Science Manager,299500,hybrid,M
SE,FT,Data Science Manager,245100,hybrid,M
SE,FT,Research Scientist,210000,hybrid,M
SE,FT,Research Scientist,151800,hybrid,M
EN,FT,Data Engineer,160000,hybrid,M
EN,FT,Data Engineer,135000,hybrid,M
MI,FT,Data Engineer,120000,fully remote,M
MI,FT,Data Engineer,95000,fully remote,M
SE,FT,Data Engineer,250000,fully remote,M
SE,FT,Data Engineer,63000,fully remote,M
SE,FT,Data Scientist,237000,fully remote,M
SE,FT,Data Scientist,145000,fully remote,M
SE,FT,Data Scientist,130000,fully remote,M
SE,FT,Data Scientist,90000,fully remote,M
MI,FT,Data Analyst,120000,fully remote,M
MI,FT,Data Analyst,100000,fully remote,M
SE,FT,Data Architect,174500,hybrid,M
SE,FT,Data Architect,113000,hybrid,M
MI,FT,Data Scientist,183310,hybrid,M
MI,FT,Data Scientist,183310,hybrid,M
SE,FT,Data Analyst,145000,fully remote,M
SE,FT,Data Analyst,102500,fully remote,M
SE,FT,Data Scientist,210000,hybrid,M
SE,FT,Data Scientist,185000,hybrid,M
SE,FT,Data Architect,174500,hybrid,M
SE,FT,Data Architect,113000,hybrid,M
SE,FT,Data Science Consultant,122000,hybrid,M
SE,FT,Data Science Consultant,94000,hybrid,M
SE,FT,Data Scientist,220000,hybrid,M
SE,FT,Data Scientist,146000,hybrid,M
SE,FT,Data Engineer,300000,hybrid,M
SE,FT,Data Engineer,130000,hybrid,M
SE,FT,Data Science Consultant,145000,hybrid,M
SE,FT,Data Science Consultant,128000,hybrid,M
SE,FT,Data Scientist,182000,hybrid,M
SE,FT,Data Scientist,140000,hybrid,M
SE,FT,Data Engineer,122000,hybrid,M
SE,FT,Data Engineer,94000,hybrid,M
EX,FT,Data Scientist,300000,hybrid,M
EX,FT,Data Scientist,200000,hybrid,M
MI,FT,Data Analyst,135000,hybrid,M
MI,FT,Data Analyst,105500,hybrid,M
SE,FT,Data Engineer,252000,hybrid,M
SE,FT,Data Engineer,129000,hybrid,M
SE,FT,Data Scientist,136000,fully remote,M
SE,FT,Data Scientist,104000,fully remote,M
SE,FT,Data Scientist,168000,fully remote,M
SE,FT,Data Scientist,130000,fully remote,M
MI,FT,Data Engineer,120000,hybrid,M
MI,FT,Data Engineer,95000,hybrid,M
SE,FT,Data Scientist,153400,hybrid,M
SE,FT,Data Scientist,122700,hybrid,M
SE,FT,Data Scientist,185000,hybrid,M
SE,FT,Data Scientist,160000,hybrid,M
SE,FT,Data Scientist,205000,fully remote,M
SE,FT,Data Scientist,185000,fully remote,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
MI,FT,Machine Learning Engineer,145000,hybrid,M
MI,FT,Machine Learning Engineer,87000,hybrid,M
SE,FT,ML Engineer,234100,fully remote,M
SE,FT,ML Engineer,203500,fully remote,M
SE,FT,Data Scientist,223800,hybrid,M
SE,FT,Data Scientist,172100,hybrid,M
SE,FT,Data Scientist,180000,hybrid,M
SE,FT,Data Scientist,150000,hybrid,M
SE,FT,Data Engineer,232200,fully remote,M
SE,FT,Data Engineer,167200,fully remote,M
SE,FT,BI Developer,197000,hybrid,M
SE,FT,BI Developer,106000,hybrid,M
SE,FT,Research Scientist,180000,hybrid,M
SE,FT,Research Scientist,145000,hybrid,M
SE,FT,Data Lead,225000,hybrid,M
SE,FT,Data Lead,200000,hybrid,M
SE,FT,Data Engineer,170000,fully remote,M
SE,FT,Data Engineer,114000,fully remote,M
SE,FT,Data Engineer,291500,hybrid,M
SE,FT,Data Engineer,180000,hybrid,M
EX,FT,Data Engineer,196200,hybrid,M
EX,FT,Data Engineer,150900,hybrid,M
SE,FT,Data Scientist,168400,hybrid,M
SE,FT,Data Scientist,105200,hybrid,M
MI,FT,Data Analyst,116000,hybrid,M
MI,FT,Data Analyst,72000,hybrid,M
SE,FT,Analytics Engineer,207000,hybrid,M
SE,FT,Analytics Engineer,167000,hybrid,M
SE,FT,Machine Learning Engineer,145000,hybrid,M
SE,FT,Machine Learning Engineer,135000,hybrid,M
MI,FT,Data Engineer,105000,hybrid,M
MI,FT,Data Engineer,70000,hybrid,M
SE,FT,Data Architect,180000,fully remote,M
SE,FT,Data Architect,115000,fully remote,M
SE,FT,Data Engineer,133800,fully remote,M
SE,FT,Data Engineer,96100,fully remote,M
MI,FT,Data Analyst,120000,hybrid,M
MI,FT,Data Analyst,80000,hybrid,M
SE,FT,Data Science Engineer,140000,hybrid,M
SE,FT,Data Science Engineer,100000,hybrid,M
SE,FT,Research Scientist,150000,hybrid,M
SE,FT,Research Scientist,120000,hybrid,M
SE,FT,Cloud Database Engineer,140000,fully remote,M
SE,FT,Cloud Database Engineer,115000,fully remote,M
SE,FT,Data Science Manager,297300,fully remote,M
SE,FT,Data Science Manager,198200,fully remote,M
SE,FT,Data Scientist,297300,fully remote,M
SE,FT,Data Scientist,198200,fully remote,M
SE,FT,Data Engineer,202000,fully remote,M
SE,FT,Data Engineer,135000,fully remote,M
SE,FT,Data Scientist,110000,fully remote,M
SE,FT,Data Scientist,84000,fully remote,M
MI,FT,Machine Learning Engineer,219000,hybrid,L
SE,FT,Applied Scientist,230000,fully remote,M
SE,FT,Applied Scientist,196000,fully remote,M
SE,FT,BI Developer,140000,fully remote,M
SE,FT,BI Developer,110000,fully remote,M
MI,FT,Data Analyst,150000,hybrid,M
MI,FT,Data Analyst,100000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
SE,FT,Data Engineer,110000,hybrid,M
SE,FT,Data Scientist,185900,hybrid,M
SE,FT,Data Scientist,129300,hybrid,M
SE,FT,Applied Scientist,126100,hybrid,L
SE,FT,Applied Scientist,72000,hybrid,L
SE,FT,Data Engineer,170000,fully remote,M
SE,FT,Data Engineer,150000,fully remote,M
MI,FT,Machine Learning Engineer,175000,fully remote,M
MI,FT,Machine Learning Engineer,140000,fully remote,M
SE,FT,Data Analyst,240500,hybrid,M
SE,FT,Data Analyst,137500,hybrid,M
MI,FT,Data Scientist,187500,hybrid,M
MI,FT,Data Scientist,165000,hybrid,M
SE,FT,Research Scientist,210000,hybrid,M
SE,FT,Research Scientist,165750,hybrid,M
SE,FT,Machine Learning Scientist,225000,fully remote,M
SE,FT,Machine Learning Scientist,165750,fully remote,M
SE,FT,Data Scientist,135000,fully remote,M
SE,FT,Data Scientist,115000,fully remote,M
SE,FT,NLP Engineer,275000,hybrid,M
SE,FT,NLP Engineer,175000,hybrid,M
SE,FT,Data Scientist,170000,fully remote,M
SE,FT,Data Scientist,140000,fully remote,M
SE,FT,Data Engineer,175308,hybrid,M
SE,FT,Data Engineer,100706,hybrid,M
SE,FT,NLP Engineer,235000,hybrid,M
SE,FT,NLP Engineer,135000,hybrid,M
SE,FT,Data Engineer,310000,hybrid,M
SE,FT,Data Engineer,229000,hybrid,M
SE,FT,ML Engineer,289076,hybrid,M
SE,FT,ML Engineer,202353,hybrid,M
MI,FT,Research Engineer,120000,fully remote,M
MI,FT,Research Engineer,100000,fully remote,M
SE,FT,Data Engineer,226700,hybrid,M
SE,FT,Data Engineer,133300,hybrid,M
SE,FT,Data Analyst,125000,hybrid,M
SE,FT,Data Analyst,85000,hybrid,M
SE,FT,Data Analyst,130000,fully remote,M
SE,FT,Data Analyst,80000,fully remote,M
MI,FT,Data Engineer,120000,hybrid,M
MI,FT,Data Engineer,100000,hybrid,M
SE,FT,Data Engineer,231250,fully remote,M
SE,FT,Data Engineer,138750,fully remote,M
SE,FT,Data Engineer,199000,hybrid,M
SE,FT,Data Engineer,162000,hybrid,M
EN,FT,Data Engineer,160000,hybrid,M
EN,FT,Data Engineer,135000,hybrid,M
SE,FT,Research Scientist,200000,hybrid,M
SE,FT,Research Scientist,150000,hybrid,M
EN,FT,Research Engineer,160000,hybrid,M
EN,FT,Research Engineer,120000,hybrid,M
SE,FT,Research Scientist,250000,hybrid,M
SE,FT,Research Scientist,200000,hybrid,M
EN,FT,Deep Learning Engineer,150000,hybrid,M
EN,FT,Deep Learning Engineer,120000,hybrid,M
SE,FT,Research Engineer,150000,hybrid,M
SE,FT,Research Engineer,100000,hybrid,M
SE,FT,Data Scientist,272550,hybrid,M
SE,FT,Data Scientist,198200,hybrid,M
SE,FT,Data Scientist,182000,hybrid,M
SE,FT,Data Scientist,140000,hybrid,M
SE,FT,Data Engineer,200000,hybrid,M
SE,FT,Data Engineer,160000,hybrid,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
MI,FT,Data Scientist,120000,hybrid,M
MI,FT,Data Scientist,105000,hybrid,M
SE,FT,Data Engineer,187500,fully remote,M
SE,FT,Data Engineer,175000,fully remote,M
SE,FT,Machine Learning Engineer,204500,hybrid,M
SE,FT,Machine Learning Engineer,142200,hybrid,M
SE,FT,Data Analyst,155000,fully remote,M
SE,FT,Data Analyst,64000,fully remote,M
SE,FT,Computer Vision Engineer,235000,hybrid,M
SE,FT,Computer Vision Engineer,185000,hybrid,M
SE,FT,Data Architect,174500,hybrid,M
SE,FT,Data Architect,113000,hybrid,M
SE,FT,Applied Scientist,184000,fully remote,M
SE,FT,Applied Scientist,142000,fully remote,M
SE,FT,Data Scientist,140000,hybrid,M
SE,FT,Data Scientist,120000,hybrid,M
SE,FT,Data Architect,174500,hybrid,M
SE,FT,Data Architect,113000,hybrid,M
SE,FT,Data Scientist,180560,hybrid,M
SE,FT,Data Scientist,115440,hybrid,M
SE,FT,Data Scientist,140000,hybrid,M
SE,FT,Data Scientist,120000,hybrid,M
SE,FT,Research Scientist,248100,hybrid,M
SE,FT,Research Scientist,145900,hybrid,M
SE,FT,Data Engineer,291500,hybrid,M
SE,FT,Data Engineer,180000,hybrid,M
SE,FT,Data Engineer,161800,hybrid,M
SE,FT,Data Engineer,141600,hybrid,M
SE,FT,Data Engineer,166000,fully remote,M
SE,FT,Data Engineer,128000,fully remote,M
SE,FT,Data Architect,170000,fully remote,M
SE,FT,Data Architect,110000,fully remote,M
SE,FT,Data Engineer,160000,fully remote,M
SE,FT,Data Engineer,75000,fully remote,M
SE,FT,Data Engineer,236000,fully remote,M
SE,FT,Data Engineer,182000,fully remote,M
MI,FT,Data Analyst,150000,hybrid,M
MI,FT,Data Analyst,100000,hybrid,M
SE,FT,Machine Learning Engineer,261500,hybrid,L
SE,FT,Machine Learning Engineer,134500,hybrid,L
MI,FT,Data Scientist,130000,hybrid,M
MI,FT,Data Scientist,90000,hybrid,M
EN,FT,Data Engineer,160000,hybrid,M
EN,FT,Data Engineer,135000,hybrid,M
